mission_id,data,local,inicio,fim,timestamp,lat,lon,ph,oxigenio_dissolvido,temperatura,turbidez,salinidade,mono_p,multi_p,camera_r,camera_v
OP-20260518,2026-05-18,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-18 12:22:30,-22.929067,-43.081722,7.69,5.34,22.5,4.4,29.5,18,,,OK
OP-20260518,2026-05-18,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-18 12:25:00,-22.928800,-43.081786,7.09,6.31,24.0,7.2,28.9,40,,,OK
OP-20260518,2026-05-18,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-18 12:27:30,-22.928533,-43.081849,7.82,5.64,22.6,5.1,28.6,16,2,,OK
OP-20260518,2026-05-18,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-18 12:30:00,-22.928267,-43.081913,8.03,6.31,22.3,4.7,29.2,15,,,OK
OP-20260518,2026-05-18,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-18 12:32:30,-22.928000,-43.081976,8.07,5.65,25.8,7.0,29.2,22,,,OK
OP-20260518,2026-05-18,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-18 12:35:00,-22.927733,-43.082040,7.19,5.66,22.7,3.1,29.7,29,2,ALERTA,OK
OP-20260518,2026-05-18,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-18 12:37:30,-22.927467,-43.082103,7.72,6.33,24.0,11.5,28.5,27,7,,OK
OP-20260518,2026-05-18,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-18 12:40:00,-22.927200,-43.082167,7.50,5.32,24.8,3.2,29.7,17,,,OK
OP-20260518,2026-05-18,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-18 12:42:30,-22.927200,-43.087667,7.43,4.94,25.9,5.6,29.1,18,2,ALERTA,OK
OP-20260518,2026-05-18,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-18 12:45:00,-22.927200,-43.093167,7.40,5.77,25.8,6.8,29.8,32,,ALERTA,OK
OP-20260518,2026-05-18,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-18 12:47:30,-22.927200,-43.098667,7.23,5.11,22.9,3.3,29.3,25,,,OK
OP-20260518,2026-05-18,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-18 12:50:00,-22.927200,-43.104167,7.85,4.77,23.1,10.5,28.3,29,5,,OK
