mission_id,data,local,inicio,fim,timestamp,lat,lon,ph,oxigenio_dissolvido,temperatura,turbidez,salinidade,mono_p,multi_p,camera_r,camera_v
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 07:38:13,-22.929815,-43.111448,6.97,6.70,23.9,9.0,27.1,26,3.5,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 07:40:20,-22.929824,-43.111103,7.42,5.49,24.5,10.5,29.0,34,1.3,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 07:42:27,-22.929835,-43.110759,7.54,6.72,23.3,9.4,27.3,26,4.2,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 07:44:34,-22.929848,-43.110414,7.48,6.28,23.7,8.7,27.2,34,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 07:46:41,-22.929862,-43.110069,7.20,5.43,23.6,10.0,28.8,30,,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 07:48:48,-22.929878,-43.109724,7.25,6.59,24.5,8.2,28.0,30,2.4,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:50:55,-22.929895,-43.109379,7.28,5.70,25.2,8.6,29.0,28,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:52:02,-22.929913,-43.109034,7.43,6.77,23.0,11.4,28.2,34,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:54:09,-22.929932,-43.108690,7.14,6.56,23.7,14.6,27.7,28,3.0,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:56:16,-22.929951,-43.108345,7.35,5.51,25.0,12.9,29.0,32,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:58:23,-22.929972,-43.108000,7.18,6.65,23.2,14.2,27.1,28,,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:00:30,-22.931600,-43.108000,7.25,5.93,25.2,9.6,28.2,31,4.0,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:02:37,-22.931579,-43.108345,7.14,5.86,23.4,13.9,28.7,33,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:04:44,-22.931559,-43.108690,7.44,6.21,23.3,11.2,29.2,28,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:06:51,-22.931539,-43.109034,7.39,6.58,23.4,9.1,27.6,29,1.6,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:08:58,-22.931520,-43.109379,7.03,6.77,24.8,8.7,29.4,27,,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:10:05,-22.931501,-43.109724,7.46,6.43,24.1,9.4,28.6,27,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:12:12,-22.931484,-43.110069,6.92,5.96,25.0,12.9,28.3,32,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:14:19,-22.931468,-43.110414,7.32,5.97,24.9,14.4,28.1,32,2.7,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:16:26,-22.931453,-43.110759,7.41,6.63,24.9,12.9,29.1,33,2.8,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:18:33,-22.931440,-43.111103,7.34,5.54,24.0,13.5,28.8,32,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:20:40,-22.931428,-43.111448,7.22,6.27,24.0,12.7,29.3,28,4.1,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:22:47,-22.931418,-43.111793,7.24,6.76,23.1,11.8,27.4,34,3.1,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:24:54,-22.931411,-43.112138,7.30,6.16,24.8,11.6,28.6,34,2.6,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:26:01,-22.931405,-43.112483,7.05,6.36,24.0,13.3,27.3,36,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:28:08,-22.931401,-43.112828,7.09,5.96,23.0,10.9,28.1,33,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:30:15,-22.931400,-43.113172,7.06,6.44,25.3,11.7,27.5,34,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:32:22,-22.931401,-43.113517,6.99,6.49,25.0,12.4,28.2,32,,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:34:29,-22.931404,-43.113862,7.15,6.29,25.0,13.7,28.2,29,1.5,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:36:36,-22.931408,-43.114207,7.15,6.59,23.7,10.6,27.6,30,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 08:38:43,-22.931415,-43.114552,7.41,5.79,23.6,10.1,28.2,30,3.6,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:40:50,-22.931424,-43.114897,7.55,6.60,23.1,13.8,29.3,34,,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:42:57,-22.931435,-43.115241,7.34,5.42,23.0,14.7,28.6,29,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:44:04,-22.931448,-43.115586,7.06,6.49,23.9,9.1,29.3,34,,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:46:11,-22.931462,-43.115931,7.33,6.49,24.7,14.3,29.0,34,,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:48:18,-22.931478,-43.116276,7.27,6.44,24.1,14.2,28.4,29,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:50:25,-22.931495,-43.116621,7.25,5.48,24.2,9.0,28.2,31,4.5,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:52:32,-22.931513,-43.116966,7.49,6.06,24.4,12.7,29.1,30,,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:54:39,-22.931532,-43.117310,6.95,6.29,24.6,8.2,28.5,33,2.3,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:56:46,-22.931551,-43.117655,7.26,6.08,25.2,8.2,28.8,32,,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:58:53,-22.931572,-43.118000,7.16,6.06,24.3,13.4,27.5,30,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:00:00,-22.933200,-43.118000,7.48,5.81,25.1,10.8,28.3,29,4.9,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:02:07,-22.933179,-43.117655,7.45,5.86,23.8,10.1,28.5,32,1.2,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:04:14,-22.933159,-43.117310,7.52,6.16,23.1,10.1,27.0,28,3.4,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:06:21,-22.933139,-43.116966,7.45,6.67,24.5,12.3,28.6,33,3.7,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:08:28,-22.933120,-43.116621,7.37,6.04,24.9,8.7,27.5,26,4.7,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:10:35,-22.933101,-43.116276,7.16,6.55,25.0,11.9,27.6,29,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:12:42,-22.933084,-43.115931,7.20,6.30,25.3,8.4,28.4,26,,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:14:49,-22.933068,-43.115586,7.30,6.69,24.1,8.1,28.0,32,4.9,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:16:56,-22.933053,-43.115241,7.19,5.54,24.6,9.5,27.4,26,,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:18:03,-22.933040,-43.114897,6.99,6.75,23.2,14.1,27.3,26,2.0,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:20:10,-22.933028,-43.114552,7.03,5.47,24.9,13.0,29.1,33,,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:22:17,-22.933018,-43.114207,7.40,6.04,25.3,9.8,29.4,33,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:24:24,-22.933011,-43.113862,7.36,6.54,23.2,10.2,28.8,28,2.9,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:26:31,-22.933005,-43.113517,7.16,6.20,24.1,12.7,27.4,34,,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 09:28:38,-22.933001,-43.113172,7.34,5.99,24.0,13.5,29.4,34,2.2,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:30:45,-22.933000,-43.112828,7.58,6.38,25.1,10.3,28.5,36,3.4,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:32:52,-22.933001,-43.112483,7.20,6.64,23.9,12.8,28.5,35,2.1,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:34:59,-22.933004,-43.112138,7.08,5.99,24.5,13.7,29.2,26,4.2,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:36:06,-22.933008,-43.111793,7.30,5.78,25.1,13.6,28.7,35,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:38:13,-22.933015,-43.111448,7.29,6.52,23.5,13.3,29.3,28,3.7,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:40:20,-22.933024,-43.111103,7.04,5.76,24.9,13.5,28.1,27,4.1,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:42:27,-22.933035,-43.110759,7.31,6.66,25.2,11.7,28.2,32,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:44:34,-22.933048,-43.110414,7.03,6.38,23.9,12.0,28.0,31,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:46:41,-22.933062,-43.110069,7.60,5.92,23.3,12.4,29.0,28,2.4,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:48:48,-22.933078,-43.109724,6.91,5.45,25.5,14.1,28.2,32,,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:50:55,-22.933095,-43.109379,7.20,6.73,24.9,13.7,29.4,29,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:52:02,-22.933113,-43.109034,7.03,5.52,23.1,11.9,29.2,31,4.6,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:54:09,-22.933132,-43.108690,7.32,5.96,23.3,14.7,27.6,32,4.8,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:56:16,-22.933151,-43.108345,7.18,6.03,23.4,14.8,29.5,28,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:58:23,-22.933172,-43.108000,7.15,6.66,25.3,13.9,27.1,34,3.6,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:00:30,-22.934800,-43.108000,6.94,5.60,24.9,14.6,28.7,29,4.0,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:02:37,-22.934779,-43.108345,7.13,5.76,23.3,11.4,27.4,28,,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:04:44,-22.934759,-43.108690,6.91,6.40,23.5,8.3,29.3,28,4.5,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:06:51,-22.934739,-43.109034,7.00,6.03,23.2,14.5,29.1,32,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:08:58,-22.934720,-43.109379,7.48,6.07,24.6,9.0,27.6,27,3.2,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:10:05,-22.934701,-43.109724,7.51,5.77,24.0,9.1,27.7,34,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:12:12,-22.934684,-43.110069,7.24,5.85,25.3,8.8,29.4,27,3.7,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:14:19,-22.934668,-43.110414,7.23,5.80,23.6,9.4,27.9,36,4.7,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:16:26,-22.934653,-43.110759,7.10,6.65,23.1,13.1,27.7,36,,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 10:18:33,-22.934640,-43.111103,7.14,5.60,23.0,13.8,28.3,28,,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 11:20:40,-22.934628,-43.111448,7.05,6.20,23.3,9.3,28.9,33,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 11:22:47,-22.934618,-43.111793,6.96,6.25,24.2,9.9,27.5,32,4.2,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 11:24:54,-22.934611,-43.112138,7.04,5.49,24.8,10.9,28.8,27,2.3,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 11:26:01,-22.934605,-43.112483,7.51,6.09,23.0,14.4,28.2,35,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 11:28:08,-22.934601,-43.112828,7.48,5.91,23.4,10.6,28.5,26,2.8,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 11:30:15,-22.934600,-43.113172,6.98,6.40,25.0,14.1,27.8,33,,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 11:32:22,-22.934601,-43.113517,6.94,6.62,25.4,11.5,28.3,31,1.1,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 11:34:29,-22.934604,-43.113862,7.06,5.66,23.3,9.8,29.0,26,,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 11:36:36,-22.934608,-43.114207,7.04,5.42,24.5,12.0,28.3,33,,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 11:38:43,-22.934615,-43.114552,7.40,5.46,23.3,11.5,28.3,29,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 11:40:50,-22.934624,-43.114897,7.00,6.23,25.2,9.0,28.4,33,,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 11:42:57,-22.934635,-43.115241,7.56,5.94,24.1,13.9,28.3,30,4.1,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 11:44:04,-22.934648,-43.115586,7.07,5.87,24.1,14.9,29.0,35,4.4,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 11:46:11,-22.934662,-43.115931,7.26,6.74,25.3,9.7,28.1,32,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 11:48:18,-22.934678,-43.116276,6.95,6.01,24.3,8.1,27.3,36,4.7,OK,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 11:50:25,-22.934695,-43.116621,7.47,6.64,25.2,8.2,28.6,29,2.1,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 11:52:32,-22.934713,-43.116966,7.55,6.27,23.6,11.6,28.1,36,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 11:54:39,-22.934732,-43.117310,7.35,5.57,24.5,14.7,28.3,29,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 11:56:46,-22.934751,-43.117655,7.00,5.57,23.3,10.1,28.0,29,,,OK
OP-20260518,2026-05-18,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-18 11:58:53,-22.934772,-43.118000,7.28,6.58,24.5,12.0,28.6,28,2.8,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:00:00,-22.930000,-43.118000,7.33,6.06,23.8,9.7,27.6,31,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:02:07,-22.929979,-43.117655,6.91,5.89,25.2,9.7,28.4,31,,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:04:14,-22.929959,-43.117310,7.11,6.48,23.4,8.5,29.2,30,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:06:21,-22.929939,-43.116966,7.21,6.43,23.3,9.6,29.4,33,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:08:28,-22.929920,-43.116621,7.15,6.35,24.5,13.9,29.1,31,4.0,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:10:35,-22.929901,-43.116276,7.23,6.50,24.8,14.4,27.3,35,,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:12:42,-22.929884,-43.115931,7.31,6.10,25.4,12.0,28.0,34,3.4,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:14:49,-22.929868,-43.115586,7.22,6.04,24.8,10.1,28.0,32,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:16:56,-22.929853,-43.115241,7.45,6.59,24.2,11.1,27.5,29,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:18:03,-22.929840,-43.114897,7.31,5.52,25.3,10.3,29.1,34,1.8,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:20:10,-22.929828,-43.114552,7.54,5.41,23.1,12.0,28.2,35,3.2,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:22:17,-22.929818,-43.114207,7.26,6.12,24.7,10.7,27.9,32,,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:24:24,-22.929811,-43.113862,7.37,6.14,23.2,10.6,28.0,32,4.5,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:26:31,-22.929805,-43.113517,7.24,6.02,24.6,15.0,27.9,31,1.7,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:28:38,-22.929801,-43.113172,7.58,6.56,24.3,8.8,29.2,33,5.0,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:30:45,-22.929800,-43.112828,7.19,5.62,23.7,11.6,28.3,28,,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:32:52,-22.929801,-43.112483,7.32,5.89,25.5,12.5,27.1,30,2.2,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:34:59,-22.929804,-43.112138,6.90,5.83,25.1,12.1,28.7,28,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:36:06,-22.929808,-43.111793,7.09,6.31,24.3,15.0,28.4,30,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:38:13,-22.929815,-43.111448,7.43,5.55,23.3,9.2,28.3,34,4.2,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:40:20,-22.929824,-43.111103,6.91,6.48,23.8,13.0,27.9,28,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:42:27,-22.929835,-43.110759,7.53,6.22,23.9,11.1,28.0,27,3.3,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:44:34,-22.929848,-43.110414,7.21,6.27,23.6,8.3,29.3,35,,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:46:41,-22.929862,-43.110069,7.47,5.83,24.5,14.7,28.2,35,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 07:48:48,-22.929878,-43.109724,7.40,5.71,23.8,14.1,28.2,34,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:50:55,-22.929895,-43.109379,7.15,5.66,25.4,10.0,28.4,27,2.5,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:52:02,-22.929913,-43.109034,6.95,5.57,25.1,10.5,27.6,28,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:54:09,-22.929932,-43.108690,6.92,6.33,23.9,9.1,28.8,27,,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:56:16,-22.929951,-43.108345,6.99,6.02,25.1,13.6,27.4,30,2.5,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:58:23,-22.929972,-43.108000,7.05,6.73,24.3,9.6,28.1,27,2.0,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:00:30,-22.931600,-43.108000,7.31,5.92,23.6,12.3,27.5,35,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:02:37,-22.931579,-43.108345,7.28,5.78,24.9,10.7,28.6,32,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:04:44,-22.931559,-43.108690,6.96,5.65,25.1,10.2,28.7,27,2.4,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:06:51,-22.931539,-43.109034,7.11,5.49,23.8,9.6,27.3,33,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:08:58,-22.931520,-43.109379,7.54,6.48,25.2,14.0,27.3,29,,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:10:05,-22.931501,-43.109724,7.36,5.89,24.0,12.6,28.7,28,2.4,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:12:12,-22.931484,-43.110069,7.03,5.56,25.3,13.1,28.8,26,,,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:14:19,-22.931468,-43.110414,7.04,5.82,24.0,8.3,27.8,32,,OK,OK
OP-20260511,2026-05-11,Praias Bahia da Guanabara, Niterói/RJ,7:00,12:00,2026-05-11 08:16:26,-22.931453,-43.110759,7.30,6.40,23.6,11.0,28.7,29,,OK,OK
